|||FirstProcess||OTHER|0|||<global namespace>|InitializeTestModule|Initializer||METHOD|1|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_Position||METHOD|25|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|PeekChar||METHOD|32|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|IsReallyAtEnd||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|DirectiveStack|HasUnfinishedIf||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|DirectiveStack|HasUnfinishedRegion||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifierOrKeyword|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|AdvanceChar||METHOD|14|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|25|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanNumericLiteral|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseCompilationUnitCore||METHOD|2|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|CreateQuickToken||METHOD|21|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|CreateWhitespaceTrivia||METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Roslyn.Test.Utilities|TestBase|GetUniqueName||METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|CSharpCompilation|Create|string? assemblyName,System.Collections.Generic.IEnumerable<Microsoft.CodeAnalysis.SyntaxTree>? syntaxTrees,System.Collections.Generic.IEnumerable<Microsoft.CodeAnalysis.MetadataReference>? references,Microsoft.CodeAnalysis.CSharp.CSharpCompilationOptions? options|METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Symbols|SymbolExtensions|HasInvalidTypeParameter|Microsoft.CodeAnalysis.CSharp.Symbols.TypeSymbol type,Microsoft.CodeAnalysis.CSharp.Symbol? containingSymbol|METHOD|2|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Symbols|TypeSymbolExtensions|IsTypeLessVisibleThan|Microsoft.CodeAnalysis.CSharp.Symbols.TypeSymbol type,Microsoft.CodeAnalysis.CSharp.Symbol sym,System.Collections.Generic.HashSet<Microsoft.CodeAnalysis.DiagnosticInfo>? useSiteDiagnostics|METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Symbols|ConstraintsHelper|CheckConstraintsSingleType|Microsoft.CodeAnalysis.CSharp.Symbols.TypeSymbol type,Microsoft.CodeAnalysis.CSharp.Symbols.ConstraintsHelper.CheckConstraintsArgs args|METHOD|1|
|System|Func|Invoke||METHOD|31|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Symbols|TypeSymbol|get_IsNativeIntegerType||METHOD|1|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseNamespaceBody|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken openBrace,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder initialBadNodes,Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|get_IsInAsync||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseNamespaceBody|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken openBrace,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder initialBadNodes,Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SyntaxParser|get_CurrentToken||METHOD|4|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseNamespaceBody|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken openBrace,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder initialBadNodes,Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|get_Kind||METHOD|8|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseNamespaceBody|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken openBrace,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder initialBadNodes,Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|AddIncompleteMembers|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.MemberDeclarationSyntax> incompleteMembers,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body|METHOD|4|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseNamespaceBody|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken openBrace,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.NamespaceBodyBuilder body,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder initialBadNodes,Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatement|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|CompilationUnit|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.ExternAliasDirectiveSyntax> externs,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.UsingDirectiveSyntax> usings,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.MemberDeclarationSyntax> members,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken endOfFileToken|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|get_Kind||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|CompilationUnit|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.ExternAliasDirectiveSyntax> externs,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.UsingDirectiveSyntax> usings,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.MemberDeclarationSyntax> members,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken endOfFileToken|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|ctor|Microsoft.CodeAnalysis.CSharp.SyntaxKind kind|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|CompilationUnit|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.ExternAliasDirectiveSyntax> externs,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.UsingDirectiveSyntax> usings,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.MemberDeclarationSyntax> members,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken endOfFileToken|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|SetFactoryContext|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxFactoryContext context|METHOD|2|
|Microsoft.CodeAnalysis|GreenNode|CreateRed||METHOD|3|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|CSharpSyntaxNode|ctor|Microsoft.CodeAnalysis.GreenNode green,Microsoft.CodeAnalysis.SyntaxNode? parent,int position|METHOD|3|
|Microsoft.CodeAnalysis|SyntaxNode|CloneNodeAsRoot|T node,Microsoft.CodeAnalysis.SyntaxTree syntaxTree|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|CSharpSyntaxNode|ctor|Microsoft.CodeAnalysis.GreenNode green,Microsoft.CodeAnalysis.SyntaxNode? parent,int position|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifier_FastPath|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_Offset||METHOD|9|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifier_FastPath|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_CharacterWindow||METHOD|9|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifier_FastPath|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_CharacterWindowCount||METHOD|9|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifier_FastPath|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|AdvanceChar|int n|METHOD|9|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanIdentifier_FastPath|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|Intern|char[] array,int start,int length|METHOD|9|
|Microsoft.CodeAnalysis|CachingIdentityFactory|GetOrMakeValue|string key|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|SyntaxFacts|GetKeywordKind|string text|METHOD|8|
|Microsoft.CodeAnalysis|CachingIdentityFactory|GetOrMakeValue|string key|METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|SyntaxFacts|GetContextualKeywordKind|string text|METHOD|4|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|PeekChar||METHOD|21|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|AdvanceChar||METHOD|12|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_Width||METHOD|10|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_CharacterWindow||METHOD|1|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_LexemeRelativeStart||METHOD|1|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanWhitespace||METHOD|9|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LexerCache|LookupTrivia|char[] textBuffer,int keyStart,int keyLength,int hashCode,System.Func<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxTrivia> createTriviaFunction|METHOD|1|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|get_IsInAsync||METHOD|4|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|get_IsIncrementalAndFactoryContextMatches||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseAttributeDeclarations||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|GetResetPoint||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SyntaxParser|get_IsScript||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|set_IsInAsync|bool value|METHOD|4|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SyntaxParser|get_CurrentToken||METHOD|18|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|get_Kind||METHOD|18|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseModifiers|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder tokens,bool forAccessors|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|IsTypeDeclarationStart||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseTypeDeclaration|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributes,Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxListBuilder modifiers|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|ParseMemberDeclarationOrStatementCore|Microsoft.CodeAnalysis.CSharp.SyntaxKind parentKind|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LanguageParser|Release|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.LanguageParser.ResetPoint state|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|TypeParameter|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken? varianceKeyword,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken identifier|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|get_Kind||METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|TypeParameter|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken? varianceKeyword,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken identifier|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNodeCache|TryGetNode|int kind,Microsoft.CodeAnalysis.GreenNode child1,Microsoft.CodeAnalysis.GreenNode child2,Microsoft.CodeAnalysis.GreenNode child3,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxFactoryContext context,int hash|METHOD|2|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|ContextAwareSyntax|TypeParameter|Microsoft.CodeAnalysis.Syntax.InternalSyntax.SyntaxList<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.AttributeListSyntax> attributeLists,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken? varianceKeyword,Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken identifier|METHOD|2|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|CSharpSyntaxNode|ctor|Microsoft.CodeAnalysis.CSharp.SyntaxKind kind|METHOD|1|
